epoch,acc,loss,val_acc,val_loss
0,0.32947856073060366,1.7641397522860192,0.42295905133913275,1.5460570927166482
1,0.43348775645319937,1.5037539940426154,0.45528003297939246,1.4495659046524845
2,0.47305722944439754,1.3900549089075227,0.4789635109374968,1.3772249847430478
3,0.5021421853815601,1.3181072751026326,0.4885762165551997,1.336517631754333
4,0.51722456372618,1.2749237167187057,0.4768737921640215,1.447010561948402
5,0.5323766066431854,1.2397030959051603,0.5408191822487918,1.2128864892717688
6,0.5446724023835662,1.208993356597183,0.5547506393982561,1.187511364620321
7,0.5529973179183952,1.1875020779928547,0.5221510291510586,1.2886415287275172
8,0.5612874011644363,1.1711028547860673,0.49707440602003816,1.3186133322102276
9,0.5695078198495108,1.1541260372318025,0.5373363178104005,1.2169873115805638
10,0.5720157441927549,1.1413807628994272,0.5649206031930749,1.1610162902024503
11,0.5732348740823366,1.1350374873759352,0.5730008486815069,1.1458945954112114
12,0.5830924100456303,1.1111611282724982,0.5823349249387026,1.136840130350124
13,0.585321676131513,1.10656990114767,0.5607411662855165,1.1950657296418215
14,0.5867149674359682,1.093473185461979,0.5742546800626755,1.1519777173180041
15,0.5928454491633217,1.088264486650102,0.5721649613203396,1.1803675230813577
16,0.5947612247072072,1.0798666022523054,0.5784341168892719,1.129499290307154
17,0.5967118325284616,1.0732951525290844,0.5837280710063528,1.1442916928874844
18,0.600473719044885,1.061164260880153,0.6028141674244926,1.0871033929703577
19,0.6056985614272493,1.0518672486209268,0.60253553835877,1.0881759259526977
20,0.6073705109906232,1.0537350661719147,0.5897185976424234,1.1010350198276064
21,0.6089727959914734,1.0410803207023551,0.5986347301723267,1.0924913301196195
22,0.6124211919648616,1.034248294428875,0.5763443985123029,1.1446251591304761
23,0.61252568881254,1.0282446135879664,0.6049038861647527,1.0895340290864086
24,0.6169145564114007,1.0290756198512736,0.5891613391995861,1.1045564532541539
25,0.6172280469549549,1.0170534607584214,0.5856784752033719,1.1182296336855553
26,0.6197359713002754,1.021041748615811,0.5874895645125425,1.1307037243187246
27,0.6172280469549549,1.0201382209499859,0.5752298817574131,1.134110743559297
28,0.6225922184691143,1.007351928604505,0.6010030779700055,1.1092227281435316
29,0.6223832247737574,1.0053613702308057,0.5991919883369868,1.0874440945294632
30,0.6249608136841968,1.0012750985742076,0.6000278760531415,1.1436962690469066
31,0.6492040823476684,0.9419810145895094,0.624825869649275,1.0119223785528269
32,0.6527918074481801,0.9349617467429339,0.6302591380916223,1.004805343073535
33,0.6512243547340417,0.929425809804771,0.6315129693025632,1.003656675578758
34,0.6557873837514093,0.9197939443066724,0.6291446213512641,1.0032601334013442
35,0.6566233585286844,0.9174286966318206,0.6290053069118205,1.0007052639596357
36,0.6569716813553172,0.9168162406427226,0.6301198237040774,1.0095004034502388
37,0.6597234316806301,0.9141016184978464,0.6331847440705687,1.001099222429734
38,0.6619526977613223,0.9125910593368877,0.6292839359775431,1.0013981812733999
39,0.6612212198306876,0.9096050982112533,0.6292839362058974,1.004294731421461
40,0.6617088717865203,0.9089953857984798,0.6303984527282809,1.007619067080948
41,0.6643212929748477,0.9042549502526113,0.6320702275897042,1.0053691920655938
42,0.6632066599365777,0.9061041525706689,0.6280301049430578,0.9975846545232575
43,0.6650876031927132,0.9003161478918329,0.6258010718360124,1.0096268986654617
44,0.6622313560217982,0.9004431843379768,0.630955711015422,0.998365271358013
45,0.6655055905823889,0.9019207477926681,0.6303984525933443,1.0077362186992922
46,0.6644257898240832,0.900527899409126,0.6309557110673207,1.002112881049792
47,0.6672123724288412,0.894611335854582,0.6309557110777005,1.0023519746299057
48,0.6678741857953951,0.8960667382207526,0.6306770820015982,1.0011961984830369
49,0.6701731164453587,0.8916313323802204,0.634299260925104,0.9989769014382751
50,0.670416942423275,0.89016256114317,0.6356924066273871,1.0034450025651391
51,0.6662719008018116,0.8923337663090746,0.6366676083989348,0.9992005107895798
52,0.6674561984046815,0.892063356667893,0.630398452686762,1.0050702392463318
53,0.6654010937347105,0.8956581894276537,0.63165228401188,1.0021203611078253
54,0.6697551290577592,0.8878424970154196,0.6320702275274258,0.9984957409203136
55,0.6694764707931311,0.8866884324386528,0.633602687887127,0.9944465357429322
56,0.6717057368779756,0.8821026194394164,0.6323488566554267,0.9953684512568354
57,0.6737260092674633,0.8800328174368699,0.6306770818251426,0.9943181614867157
58,0.674875474591926,0.8777706467281908,0.6338813170670268,0.9947672723150247
59,0.6740394998084225,0.8784988728910866,0.6326274858872251,0.9952764699251647
60,0.6727158730732385,0.8772745956102797,0.6342992608005471,0.9957425790652321
61,0.6736563447023444,0.8751807892981516,0.6334633731985697,0.9941584920859928
62,0.6711135880744645,0.8811460652380944,0.6342992607071294,0.9949886878367485
63,0.6727158730753147,0.8819190468520405,0.6342992607590281,0.9949488986691465
64,0.6726462085101957,0.8782402689693041,0.63485651901503,0.9948180504786782
65,0.6708697620996624,0.8801376336777471,0.6354137772917914,0.9945928025279712
66,0.672959699053231,0.8750160453527913,0.6344385752815096,0.9945713653859487
67,0.6732383573137068,0.8838778310523993,0.6327668004200863,0.9946081712468317
68,0.6713574140513427,0.8764244424297732,0.6352744626966517,0.9935321361428517
69,0.6743181580730506,0.8772642155368606,0.6338813169424697,0.9952833422304744
70,0.6694068062321644,0.8819586604635329,0.6358317210253117,0.993064524246212
71,0.672228221119482,0.8795176361200847,0.6366676083989348,0.9933030910978878
72,0.6728552022024383,0.8752653529067752,0.6340206316102677,0.9937560118217925
73,0.6693371416649694,0.8833588716951324,0.6344385752296109,0.9936671141264133
74,0.6699989550356755,0.8828114341172252,0.6363889792605542,0.9950793496776538
75,0.6728900344860359,0.8765165219445136,0.6345778897209532,0.9934677484246243
76,0.6723327179671604,0.8769759551464542,0.6352744626655125,0.9942187419855086
77,0.675746281655913,0.8770802727192895,0.636388979063339,0.9923285836990695
78,0.6768260824152567,0.8722441743532108,0.634717204388751,0.9928635537829879
79,0.6763732627409454,0.8738356518344307,0.6347172043991308,0.99421679026762
80,0.674875474591926,0.8807849886929454,0.6347172043679916,0.9935070684080537
81,0.6720888919861299,0.8827847387915333,0.6338813168490521,0.9935251990222655
82,0.6760249399163888,0.8720208616826247,0.6363889791567566,0.9948238129588713
83,0.6751889651339232,0.8738717279603951,0.6344385750946742,0.9965425030644656
84,0.6743878226360934,0.8784088762544191,0.63402063151685,0.9941595041692074
85,0.6732731895941901,0.8783362004848195,0.6349958335375114,0.9926771915209729
86,0.6738305061130656,0.8768175592940364,0.6329061148906691,0.993994101637019
87,0.6765125918722215,0.8731893551707156,0.6323488566865659,0.993966022598217
