epoch,acc,loss,val_acc,val_loss
88,0.6736563447023444,0.872750235617466,0.6348565189216123,0.9928169055400984
89,0.676756417852214,0.8731510786370069,0.6348565188800933,0.9930083707502274
90,0.6733428541593091,0.8760098919686099,0.6336026877625701,0.993498857459274
91,0.672611376224522,0.8772241941144953,0.6344385752192312,0.9936052826008747
92,0.6781845414371525,0.8707399442031543,0.6334633732089494,0.9931320788826109
93,0.6726113762234839,0.875901523672192,0.6344385751777122,0.9936344832686386
94,0.6749451391554878,0.8744795514505075,0.6340206314545715,0.994046114386166
95,0.675606952525675,0.8785955610579718,0.6336026877521904,0.9942964133094216
96,0.6734125187265042,0.8751227968957981,0.6356924062952354,0.9933801536041155
97,0.6789160193677872,0.8718477663830566,0.635135147976955,0.9931441861300556
98,0.6768609146978162,0.8775177329489046,0.63332405860343,0.9945897764463251
99,0.6726462085081195,0.8768508531294121,0.6341599460808505,0.9935056178792419
100,0.6698596259054377,0.8778332596791194,0.634717204388751,0.9932821617381558
101,0.6758507785015152,0.8739327518119222,0.634159946060091,0.9940520898981591
102,0.6742833257904911,0.8735228335829571,0.6330454294961885,0.9942155443246101
103,0.6741788289407366,0.876346580189279,0.6347172043057131,0.9932118663976919
104,0.6757811139363963,0.8721539342705287,0.6344385752399906,0.9927745415678876
105,0.6747361454616881,0.8747256321881133,0.6334633731570507,0.9940663403189176
106,0.6734473510090637,0.8813267284070957,0.6330454294858088,0.994298739957175
107,0.672820369920917,0.8801093541565574,0.634020631475331,0.9936538418948517
108,0.672750705355798,0.8749888826967046,0.6342992606552307,0.9932538793829946
109,0.6749103068724094,0.8739374265479063,0.6340206314649512,0.994232734650224
110,0.6767215855696544,0.8718841466174869,0.6340206314649512,0.9931340388337129
111,0.6735518478525898,0.8742740789282438,0.634159946060091,0.9929215817321191
112,0.6728552022014003,0.8733919719933193,0.6342992606344712,0.9930745622936681
113,0.6732383573137068,0.8744688067483887,0.633881316890571,0.9935879204510464
114,0.6757811139384724,0.8747397024033814,0.6347172043576118,0.993196779952869
115,0.6724720470942841,0.8778964709934967,0.6333240586553287,0.9947852525734476
116,0.6778362186074054,0.8706882290082515,0.6341599461119897,0.9931944465271425
117,0.674143996658177,0.8735507247521381,0.6342992606137117,0.993779016728727
118,0.6720888919892442,0.8770775175247411,0.6347172043057131,0.9937256495973034
119,0.6758507785025533,0.8710619911238493,0.6340206315376095,0.9926051555471803
120,0.6773485666536488,0.8688328174314984,0.6348565189216123,0.9933205916335835
121,0.6725765439430006,0.8761197007353508,0.6351351480392335,0.9928430950356812
122,0.6774182312187678,0.872001737319853,0.6337420023680895,0.9935704804219951
123,0.6754676233954371,0.8756527441925438,0.6329061149840868,0.9942358310785124
124,0.6743181580688983,0.8759732086710631,0.6341599460393315,0.9944697869061909
125,0.6791250130641822,0.8697453213691413,0.6344385752711299,0.992598783394011
126,0.6737608415489847,0.8767474452265586,0.6351351480911323,0.992427849301881
127,0.6757811139384724,0.8710372688470579,0.6341599460912302,0.994213330682173
